G3_Anchor,Lineage,BuddyID,ChildScreenName
2,lancegould,lancegould:bobclendenin,104309271,bobclendenin
3,lancegould,lancegould:JulieAnnSilver,26339945,JulieAnnSilver
0,NathNotifia,NathNotifia:NatalieDPowell,17323194,NatalieDPowell
0,melodile2015,melodile2015:USCGouldLaw,114865774,USCGouldLaw
0,RogerMisso,RogerMisso:JimLaPorta,2575205850,JimLaPorta
0,dethmtlcardigan,dethmtlcardigan:LouiseGoffin,376349633,LouiseGoffin
0,ManchesterHCC,ManchesterHCC:peter1fahy,707785728,peter1fahy
1,ManchesterHCC,ManchesterHCC:AssemblyWales,29462762,AssemblyWales
0,cavephil,cavephil:ace_national,60849989,ace_national
0,danmccay,danmccay:slcpd,18775270,slcpd
0,Cpav15,Cpav15:linzsports,105707045,linzsports
0,rebeccacmyers,rebeccacmyers:LeylaHussein,224139959,LeylaHussein
1,rebeccacmyers,rebeccacmyers:ChrisDHWaugh,234837692,ChrisDHWaugh
2,rebeccacmyers,rebeccacmyers:LOS_Fisher,412978698,LOS_Fisher
0,kiranstacey,kiranstacey:TBraithwaite,30980068,TBraithwaite
0,mtaeckens,mtaeckens:colsonwhitehead,23641580,colsonwhitehead
1,mtaeckens,mtaeckens:ranasweis,14482087,ranasweis
0,WomenAtDJ,WomenAtDJ:margheritamvs,47793869,margheritamvs
1,WomenAtDJ,WomenAtDJ:jennifer_weiss,59151932,jennifer_weiss
0,DaveCBenoit,DaveCBenoit:margheritamvs,47793869,margheritamvs
0,mattizcoop,mattizcoop:JimLaPorta,2575205850,JimLaPorta
0,kerensacadenas,kerensacadenas:bmanuel,46181622,bmanuel
0,amirchandani0,amirchandani0:daltonlaferney,331660563,daltonlaferney
0,jennygzhang,jennygzhang:zainabshah,36007510,zainabshah
0,Amartinez28R,Amartinez28R:JP_Riseborough,308480059,JP_Riseborough
1,Amartinez28R,Amartinez28R:lucy_meakin,374020495,lucy_meakin
0,donniturner,donniturner:votevets,16513335,votevets
0,jwgop,jwgop:talschneider,15969329,talschneider
1,jwgop,jwgop:Samara_Abramson,2767227699,Samara_Abramson
2,jwgop,jwgop:DavidMDrucker,104299137,DavidMDrucker
3,jwgop,jwgop:DanEggenWPost,206487352,DanEggenWPost
0,JustinFlitter,JustinFlitter:jangles,47973,jangles
0,zoltan_istvan,zoltan_istvan:crusoes,25255663,crusoes
0,maysoonzayid,maysoonzayid:NoTotally,2323157846,NoTotally
1,maysoonzayid,maysoonzayid:Green_Footballs,21785215,Green_Footballs
2,maysoonzayid,maysoonzayid:AditiJuneja3,545630206,AditiJuneja3
3,maysoonzayid,maysoonzayid:almmura,518251805,almmura
0,sppeoples,sppeoples:TuttleSinger,66146362,TuttleSinger
0,SarahL_Ford,SarahL_Ford:scottbix,148116121,scottbix
1,SarahL_Ford,SarahL_Ford:jacobdhorowitz,350633389,jacobdhorowitz
0,AlxThomp,AlxThomp:DanielBShapiro,820431635145510912,DanielBShapiro
0,tuohy,tuohy:jameshohmann,24439201,jameshohmann
1,tuohy,tuohy:AshleyCodianni,208736091,AshleyCodianni
0,TheAmberHall,TheAmberHall:KumarRaoNYC,3883482634,KumarRaoNYC
0,KareemN96,KareemN96:barbjungr,29585508,barbjungr
0,SirJoshBennett,SirJoshBennett:parisreview,71256932,parisreview
0,Donna_West,Donna_West:MarcAFein,43679377,MarcAFein
1,Donna_West,Donna_West:mirandan247,18615231,mirandan247
0,rbravender,rbravender:benpershing,106514937,benpershing
1,rbravender,rbravender:loisromano,19889946,loisromano
2,rbravender,rbravender:HoustonFowler,5976482,HoustonFowler
3,rbravender,rbravender:RepTedLieu,3044993235,RepTedLieu
0,DylanShaver,DylanShaver:jonhumbert,26266511,jonhumbert
0,sabrasireen,sabrasireen:jonhumbert,26266511,jonhumbert
0,ninamandell,ninamandell:OGTedBerg,34657491,OGTedBerg
1,ninamandell,ninamandell:kevincarey1,66468564,kevincarey1
2,ninamandell,ninamandell:noahr,8265732,noahr
3,ninamandell,ninamandell:FlinderBoyd,342237308,FlinderBoyd
0,SWD_317,SWD_317:RobDauster,22290224,RobDauster
0,ginadalfonzo,ginadalfonzo:TuttleSinger,66146362,TuttleSinger
0,christinawilkie,christinawilkie:kguerrerocnn,487656295,kguerrerocnn
0,KatieBoWill,KatieBoWill:mike_giglio,244743317,mike_giglio
1,KatieBoWill,KatieBoWill:CENTCOM,25159286,CENTCOM
2,KatieBoWill,KatieBoWill:jameshohmann,24439201,jameshohmann
3,KatieBoWill,KatieBoWill:paulhirschson,283317150,paulhirschson
0,AlannaBennett,AlannaBennett:elteng12,2372948196,elteng12
0,douglasrivlin,douglasrivlin:tenementmuseum,15383825,tenementmuseum
1,douglasrivlin,douglasrivlin:DavidMDrucker,104299137,DavidMDrucker
2,douglasrivlin,douglasrivlin:jacqklimas,14081659,jacqklimas
3,douglasrivlin,douglasrivlin:ElaineAyala,21583191,ElaineAyala
0,dahvnyc,dahvnyc:nancyrockland,55061848,nancyrockland
0,TeeMcSee,TeeMcSee:scottbix,148116121,scottbix
1,TeeMcSee,TeeMcSee:kimwillsher1,239964092,kimwillsher1
2,TeeMcSee,TeeMcSee:markberman,16893929,markberman
3,TeeMcSee,TeeMcSee:baynardwoods,382698473,baynardwoods
0,fox5dc,fox5dc:Samara_Abramson,2767227699,Samara_Abramson
0,nelsonjwttg5,nelsonjwttg5:fox5dc,13918492,fox5dc
0,GWhitakerWTOP,GWhitakerWTOP:JustinUdo,1205185495,JustinUdo
0,MrWilsonH,MrWilsonH:cbcLarson,219371681,cbcLarson
0,alexandermarion,alexandermarion:Syracuse1848,871951412,Syracuse1848
0,FilmmakerJulie,FilmmakerJulie:Samara_Abramson,2767227699,Samara_Abramson
1,FilmmakerJulie,FilmmakerJulie:danahull,128288109,danahull
2,FilmmakerJulie,FilmmakerJulie:MSFT_Business,19795404,MSFT_Business
3,FilmmakerJulie,FilmmakerJulie:JulieAnnSilver,26339945,JulieAnnSilver
0,lizcgoodwin,lizcgoodwin:SladeDouglas,124374215,SladeDouglas
0,JimPuzzanghera,JimPuzzanghera:amir_anasr,493756786,amir_anasr
1,JimPuzzanghera,JimPuzzanghera:USCGouldLaw,114865774,USCGouldLaw
2,JimPuzzanghera,JimPuzzanghera:jameshohmann,24439201,jameshohmann
3,JimPuzzanghera,JimPuzzanghera:RepTedLieu,3044993235,RepTedLieu
0,michaellista,michaellista:emilylandau,82781526,emilylandau
0,notandrea,notandrea:WayeMason,15495778,WayeMason
0,JaytotheTee,JaytotheTee:jclee89,150211132,jclee89
0,emily_lecoz,emily_lecoz:SNNTV,324496098,SNNTV
1,emily_lecoz,emily_lecoz:jessicalipscomb,296495650,jessicalipscomb
0,visitjamie,visitjamie:louistheroux,76351820,louistheroux
1,visitjamie,visitjamie:ramitanavai,257078684,ramitanavai
0,dannyunited,dannyunited:gbuck,22937075,gbuck
0,JungblutEric,JungblutEric:cbleakley,38804959,cbleakley
0,Chieftog,Chieftog:cbleakley,38804959,cbleakley
0,18NewsBrooke,18NewsBrooke:Samara_Abramson,2767227699,Samara_Abramson
0,SashaLoftis,SashaLoftis:cbleakley,38804959,cbleakley
1,SashaLoftis,SashaLoftis:8NewsNow,15593696,8NewsNow
0,aendrew,aendrew:BKilmartinIT,1581831332,BKilmartinIT
1,aendrew,aendrew:LOS_Fisher,412978698,LOS_Fisher
0,WilliamTurton,WilliamTurton:ev_rat,17468481,ev_rat
0,WillOremus,WillOremus:Green_Footballs,21785215,Green_Footballs
0,MikeRosenstein,MikeRosenstein:sigggnasty,73708625,sigggnasty
0,fattonyrap,fattonyrap:IHEARTCOMIX,18034034,IHEARTCOMIX
1,fattonyrap,fattonyrap:Danielleri,45487007,Danielleri
0,paradenyc1,paradenyc1:dansaltzstein,37104983,dansaltzstein
0,AndreaDiazCNN,AndreaDiazCNN:anisamhusain,192118416,anisamhusain
0,markberman,markberman:ElaineAyala,21583191,ElaineAyala
0,DefenseBaron,DefenseBaron:ElaineAyala,21583191,ElaineAyala
0,Martin_Kramer,Martin_Kramer:KaminskiMK,234786485,KaminskiMK
1,Martin_Kramer,Martin_Kramer:talschneider,15969329,talschneider
2,Martin_Kramer,Martin_Kramer:JillianKayM,151194749,JillianKayM
3,Martin_Kramer,Martin_Kramer:TeeMcSee,481324580,TeeMcSee
0,vanessafranko,vanessafranko:brianrayguitar,29770862,brianrayguitar
1,vanessafranko,vanessafranko:MaryCmusic,130686384,MaryCmusic
2,vanessafranko,vanessafranko:EricCarvin,17820399,EricCarvin
3,vanessafranko,vanessafranko:DMJreports,574829891,DMJreports
0,AlecMacGillis,AlecMacGillis:fox5dc,13918492,fox5dc
0,pat_clark,pat_clark:eliotwb,39403756,eliotwb
0,FrankPasquale,FrankPasquale:heycori,16145248,heycori
1,FrankPasquale,FrankPasquale:ceciliakang,16317567,ceciliakang
2,FrankPasquale,FrankPasquale:PaulBlu,14276218,PaulBlu
3,FrankPasquale,FrankPasquale:MalcolmMoore,14745264,MalcolmMoore
0,alysanmati,alysanmati:IChotiner,571297251,IChotiner
1,alysanmati,alysanmati:kemc,16049944,kemc
0,egavactip,egavactip:andykopsa,103905161,andykopsa
1,egavactip,egavactip:brianrayguitar,29770862,brianrayguitar
0,davidjwinker,davidjwinker:BrittanyWallman,20316308,BrittanyWallman
0,gabrieldance,gabrieldance:WillOremus,154016912,WillOremus
0,dustinblock,dustinblock:reporterdavidj,263334780,reporterdavidj
0,EPinUK,EPinUK:Peston,14157134,Peston
1,EPinUK,EPinUK:AssemblyWales,29462762,AssemblyWales
0,suneetmahandru,suneetmahandru:JimLaPorta,2575205850,JimLaPorta
0,wtmcgrath,wtmcgrath:RectorSun,292521710,RectorSun
0,Grant__Gardner,Grant__Gardner:ODUSports,55298784,ODUSports
1,Grant__Gardner,Grant__Gardner:DavidTeelatDP,185385165,DavidTeelatDP
0,wurthman,wurthman:DavidTeelatDP,185385165,DavidTeelatDP
0,HelgaTruepel,HelgaTruepel:GabrielMariya,2162942852,GabrielMariya
0,isabelhemp,isabelhemp:journalffm,12211722,journalffm
0,MilenaHarito,MilenaHarito:GabrielMariya,2162942852,GabrielMariya
0,dbyman,dbyman:JBWolfsthal,541858751,JBWolfsthal
0,MSalazarNews,MSalazarNews:FOX26Houston,17094323,FOX26Houston
1,MSalazarNews,MSalazarNews:anniecannons,2835634754,anniecannons
0,rougeparasol,rougeparasol:marjoriehache,246484984,marjoriehache
0,TyDunne,TyDunne:Rosenberg_Mike,190688122,Rosenberg_Mike
0,JBWolfsthal,JBWolfsthal:mike_giglio,244743317,mike_giglio
0,brad_elkins,brad_elkins:JasonKander,20744708,JasonKander
0,pianopianouk,pianopianouk:JHulse,1337219832,JHulse
0,MunaShamsuddin,MunaShamsuddin:HMASimonCollis,323047976,HMASimonCollis
1,MunaShamsuddin,MunaShamsuddin:AngusMckeeUK,2591536853,AngusMckeeUK
2,MunaShamsuddin,MunaShamsuddin:JWRSinclair,2540382582,JWRSinclair
0,GuyMandrell,GuyMandrell:LOS_Fisher,412978698,LOS_Fisher
0,JWRSinclair,JWRSinclair:AngusMckeeUK,2591536853,AngusMckeeUK
1,JWRSinclair,JWRSinclair:LOS_Fisher,412978698,LOS_Fisher
0,DFID_RED_GCSD,DFID_RED_GCSD:UNDPNorway,756895303,UNDPNorway
1,DFID_RED_GCSD,DFID_RED_GCSD:AngusMckeeUK,2591536853,AngusMckeeUK
0,OptionsinHealth,OptionsinHealth:Cordaid,21387354,Cordaid
0,doyleberg,doyleberg:jameshohmann,24439201,jameshohmann
1,doyleberg,doyleberg:tinatrenkner,10826772,tinatrenkner
0,barrypr,barrypr:KatePeople,318535212,KatePeople
0,Corinth_Police,Corinth_Police:LMPD,18904764,LMPD
0,KaporCenter,KaporCenter:SteveCase,6708952,SteveCase
1,KaporCenter,KaporCenter:zainabshah,36007510,zainabshah
2,KaporCenter,KaporCenter:ceciliakang,16317567,ceciliakang
3,KaporCenter,KaporCenter:d_simas,458525164,d_simas
0,dsupervilleap,dsupervilleap:ElaineAyala,21583191,ElaineAyala
0,TimWattsMP,TimWattsMP:jazzrozz,23908767,jazzrozz
0,crsarahcarter,crsarahcarter:SafirAustralia,3160803576,SafirAustralia
0,tara_mulholland,tara_mulholland:Dishoom,97237639,Dishoom
1,tara_mulholland,tara_mulholland:sorayadarabi,10032112,sorayadarabi
2,tara_mulholland,tara_mulholland:NotAgainBen,43530972,NotAgainBen
0,RichardGarriott,RichardGarriott:HoustonFowler,5976482,HoustonFowler
0,CReitzBroadcast,CReitzBroadcast:ODUSports,55298784,ODUSports
0,ByLynhBui,ByLynhBui:psullivan1,9720702,psullivan1
1,ByLynhBui,ByLynhBui:alneuhauser,131552659,alneuhauser
2,ByLynhBui,ByLynhBui:fox5dc,13918492,fox5dc
3,ByLynhBui,ByLynhBui:baynardwoods,382698473,baynardwoods
0,Meagan_Flynn,Meagan_Flynn:rpbp,13168412,rpbp
1,Meagan_Flynn,Meagan_Flynn:jameshohmann,24439201,jameshohmann
2,Meagan_Flynn,Meagan_Flynn:jessicalipscomb,296495650,jessicalipscomb
0,ReisThebault,ReisThebault:jameshohmann,24439201,jameshohmann
0,KStreetHipster,KStreetHipster:thesarahrose,22990220,thesarahrose
1,KStreetHipster,KStreetHipster:Green_Footballs,21785215,Green_Footballs
0,JessOConnell,JessOConnell:rpbp,13168412,rpbp
0,lara_marie14,lara_marie14:jameshohmann,24439201,jameshohmann
0,MariyaCLewter,MariyaCLewter:Samara_Abramson,2767227699,Samara_Abramson
1,MariyaCLewter,MariyaCLewter:NECN,9907172,NECN
0,eohiggins,eohiggins:LOS_Fisher,412978698,LOS_Fisher
0,RepHorsford,RepHorsford:RepTedLieu,3044993235,RepTedLieu
0,rouse_karen,rouse_karen:KelseyProud,15504419,KelseyProud
0,danielptucker,danielptucker:ungarino,599362583,ungarino
1,danielptucker,danielptucker:scottbix,148116121,scottbix
2,danielptucker,danielptucker:glynnwashington,15054166,glynnwashington
3,danielptucker,danielptucker:tenementmuseum,15383825,tenementmuseum
0,ChrisHushNBC,ChrisHushNBC:JordanAbudayyeh,2527783074,JordanAbudayyeh
0,ZinniaDee_TV,ZinniaDee_TV:Samara_Abramson,2767227699,Samara_Abramson
0,HiKabir,HiKabir:votevets,16513335,votevets
0,Gpryu,Gpryu:ermonacelli,25578574,ermonacelli
0,elephantjournal,elephantjournal:anisamhusain,192118416,anisamhusain
1,elephantjournal,elephantjournal:FemiOke,109669677,FemiOke
2,elephantjournal,elephantjournal:LanaGay,83446962,LanaGay
0,JoshMeyerDC,JoshMeyerDC:margheritamvs,47793869,margheritamvs
1,JoshMeyerDC,JoshMeyerDC:jameshohmann,24439201,jameshohmann
2,JoshMeyerDC,JoshMeyerDC:JimLaPorta,2575205850,JimLaPorta
0,CoachRix,CoachRix:Kevinnbcla,295928842,Kevinnbcla
0,inLaurasWords,inLaurasWords:kellycutrone,19568471,kellycutrone
1,inLaurasWords,inLaurasWords:BenReininga,17114911,BenReininga
0,Frances_Fisher,Frances_Fisher:SarahEMcBride,272191896,SarahEMcBride
1,Frances_Fisher,Frances_Fisher:DavidCornDC,15220768,DavidCornDC
0,RosalindJana,RosalindJana:bethanyrutter,1675284572,bethanyrutter
0,rick_maze,rick_maze:votevets,16513335,votevets
0,jamesoliphant,jamesoliphant:SarahEMcBride,272191896,SarahEMcBride
1,jamesoliphant,jamesoliphant:d_simas,458525164,d_simas
2,jamesoliphant,jamesoliphant:DanEggenWPost,206487352,DanEggenWPost
3,jamesoliphant,jamesoliphant:TheDCPolitics,4507160241,TheDCPolitics
0,michaelfarro,michaelfarro:TuttleSinger,66146362,TuttleSinger
0,globalFEST_NYC,globalFEST_NYC:tagaq,75065396,tagaq
0,laurenfturek,laurenfturek:ElaineAyala,21583191,ElaineAyala
0,willwilkinson,willwilkinson:zainabshah,36007510,zainabshah
0,Unite4Copyright,Unite4Copyright:kylegrantham,29894847,kylegrantham
0,FinnsAngle,FinnsAngle:Cordaid,21387354,Cordaid
0,jules_lefevre,jules_lefevre:VinceRugari,18885134,VinceRugari
0,claire_bickers,claire_bickers:BenOquist,24335974,BenOquist
0,techmama,techmama:sorayadarabi,10032112,sorayadarabi
0,ira,ira:thesarahrose,22990220,thesarahrose
0,simonahac,simonahac:JP_Riseborough,308480059,JP_Riseborough
1,simonahac,simonahac:steph_march,147931936,steph_march
0,mariochristo,mariochristo:BenOquist,24335974,BenOquist
0,brettamiller30,brettamiller30:motomatano,753063696549556224,motomatano
0,DrToddLandman,DrToddLandman:EP_Development,1227578250,EP_Development
1,DrToddLandman,DrToddLandman:anniecannons,2835634754,anniecannons
0,jennamclarke,jennamclarke:amandahoh,28497262,amandahoh
0,NickDRalston,NickDRalston:BenOquist,24335974,BenOquist
0,SepsisUK,SepsisUK:mouthwaite,97411152,mouthwaite
0,TalissaSiganto,TalissaSiganto:isobelroe,28537321,isobelroe
0,amandadeibert,amandadeibert:TasneemN,45814173,TasneemN
1,amandadeibert,amandadeibert:SarahEMcBride,272191896,SarahEMcBride
2,amandadeibert,amandadeibert:DennisPerkins5,715228825,DennisPerkins5
0,cpinav,cpinav:isaacleep,216695058,isaacleep
0,Formuszewicz,Formuszewicz:PISM_Poland,273993353,PISM_Poland
0,AdaSkorupska,AdaSkorupska:PISM_Poland,273993353,PISM_Poland
0,rboutilly,rboutilly:francebleuazur,103039725,francebleuazur
1,rboutilly,rboutilly:amal_is_hope,17928992,amal_is_hope
2,rboutilly,rboutilly:vvantighem,330318524,vvantighem
3,rboutilly,rboutilly:SimNasr,607198443,SimNasr
0,Huxto,Huxto:SimNasr,607198443,SimNasr
0,__STG44,__STG44:SimNasr,607198443,SimNasr
0,UAlbanyGdEngage,UAlbanyGdEngage:PaulGrondahl,202709969,PaulGrondahl
0,MadeleineLEngle,MadeleineLEngle:mckra1g,28429455,mckra1g
0,FabCos,FabCos:UNHCRfrance,836232964124131328,UNHCRfrance
0,jaynaalexandra_,jaynaalexandra_:TheTempleNews,15907207,TheTempleNews
0,SorryZari,SorryZari:TheTempleNews,15907207,TheTempleNews
0,gill_mcgoldrick,gill_mcgoldrick:TheTempleNews,15907207,TheTempleNews
0,Grace_Shallow,Grace_Shallow:TheTempleNews,15907207,TheTempleNews
0,lcs_smythe,lcs_smythe:TheTempleNews,15907207,TheTempleNews
0,RayBoydDigital,RayBoydDigital:edunkel,15069482,edunkel
0,josephbamat,josephbamat:kimwillsher1,239964092,kimwillsher1
0,MrPlay,MrPlay:DaneBaptweets,304077453,DaneBaptweets
1,MrPlay,MrPlay:LetitiaHector,281226181,LetitiaHector
0,theactioncorps,theactioncorps:OliverWyman,18850817,OliverWyman
0,reneetheorizes,reneetheorizes:SarahEMcBride,272191896,SarahEMcBride
0,AndyTarnoff,AndyTarnoff:isaacleep,216695058,isaacleep
0,mckra1g,mckra1g:1871Chicago,427424201,1871Chicago
0,SamAbernethy,SamAbernethy:mirandan247,18615231,mirandan247
0,cfbhall,cfbhall:MikeTanier,133318766,MikeTanier
1,cfbhall,cfbhall:ODUSports,55298784,ODUSports
0,JCB_Journo,JCB_Journo:JimLaPorta,2575205850,JimLaPorta
0,adambarken,adambarken:markghanime,52840386,markghanime
0,MattAndersonNYT,MattAndersonNYT:dansaltzstein,37104983,dansaltzstein
0,Daniel_Sugarman,Daniel_Sugarman:FCOPeterAbbott,2549503412,FCOPeterAbbott
0,GeorgeNHammond,GeorgeNHammond:TBraithwaite,30980068,TBraithwaite
0,HenryJFoy,HenryJFoy:TBraithwaite,30980068,TBraithwaite
0,AIMGilmour,AIMGilmour:JonLeeWriter,85176098,JonLeeWriter
0,RishiMadlani,RishiMadlani:Ally_Poli,161855248,Ally_Poli
0,davidmcswane,davidmcswane:ElaineAyala,21583191,ElaineAyala
0,paulflahive,paulflahive:ElaineAyala,21583191,ElaineAyala
0,brookelewisa,brookelewisa:HoustonFowler,5976482,HoustonFowler
0,GabrielleRusson,GabrielleRusson:SNNTV,324496098,SNNTV
0,FourthEstateOrg,FourthEstateOrg:michellemanafy,111023411,michellemanafy
1,FourthEstateOrg,FourthEstateOrg:andykopsa,103905161,andykopsa
2,FourthEstateOrg,FourthEstateOrg:davidblawal,389484975,davidblawal
3,FourthEstateOrg,FourthEstateOrg:elizabeth2863,18261382,elizabeth2863
0,con_agius,con_agius:ramitanavai,257078684,ramitanavai
1,con_agius,con_agius:SlaterGordon,75218868,SlaterGordon
2,con_agius,con_agius:NafeezAhmed,110692399,NafeezAhmed
3,con_agius,con_agius:JimLaPorta,2575205850,JimLaPorta
0,FayAbuelgasim,FayAbuelgasim:EricCarvin,17820399,EricCarvin
0,SamRoecker,SamRoecker:igorvolsky,16002085,igorvolsky
1,SamRoecker,SamRoecker:jameshohmann,24439201,jameshohmann
0,Prof_Kennedy,Prof_Kennedy:4noura,88846611,4noura
1,Prof_Kennedy,Prof_Kennedy:GabrielMariya,2162942852,GabrielMariya
2,Prof_Kennedy,Prof_Kennedy:jameshohmann,24439201,jameshohmann
0,quefregados,quefregados:ElaineAyala,21583191,ElaineAyala
0,T_Hamzik,T_Hamzik:DavidTeelatDP,185385165,DavidTeelatDP
1,T_Hamzik,T_Hamzik:elizabeth2863,18261382,elizabeth2863
2,T_Hamzik,T_Hamzik:ElaineAyala,21583191,ElaineAyala
0,amir_anasr,amir_anasr:ceciliakang,16317567,ceciliakang
1,amir_anasr,amir_anasr:RepTedLieu,3044993235,RepTedLieu
0,Omarmasry,Omarmasry:MikeyNoWay,23078191,MikeyNoWay
0,delong,delong:Green_Footballs,21785215,Green_Footballs
0,myecoll,myecoll:TenaNYCLA,319280559,TenaNYCLA
1,myecoll,myecoll:baynardwoods,382698473,baynardwoods
2,myecoll,myecoll:USCGouldLaw,114865774,USCGouldLaw
0,LotteLeicht1,LotteLeicht1:EdisonLanza,61029501,EdisonLanza
1,LotteLeicht1,LotteLeicht1:CarolineVicini,2371706160,CarolineVicini
2,LotteLeicht1,LotteLeicht1:arjenuijterlind,1375258435,arjenuijterlind
3,LotteLeicht1,LotteLeicht1:UNDPNorway,756895303,UNDPNorway
0,oconnellaboo,oconnellaboo:GotYourSix,442283784,GotYourSix
0,cushac,cushac:isaacleep,216695058,isaacleep
0,kirstenberg,kirstenberg:WillOremus,154016912,WillOremus
1,kirstenberg,kirstenberg:ranasweis,14482087,ranasweis
0,CP_UPSers,CP_UPSers:UPSPolicy,2571582085,UPSPolicy
0,GroundedNetwork,GroundedNetwork:HoustonHCDD,185277702,HoustonHCDD
0,PROCKSTAR,PROCKSTAR:FOX26Houston,17094323,FOX26Houston
1,PROCKSTAR,PROCKSTAR:KelseyProud,15504419,KelseyProud
0,MitchCarrNews,MitchCarrNews:MarcAFein,43679377,MarcAFein
0,tommycummings,tommycummings:MarcAFein,43679377,MarcAFein
1,tommycummings,tommycummings:elizabeth2863,18261382,elizabeth2863
2,tommycummings,tommycummings:MitchCarrNews,174801091,MitchCarrNews
0,scottsamsnews,scottsamsnews:MitchCarrNews,174801091,MitchCarrNews
0,universalshow,universalshow:Green_Footballs,21785215,Green_Footballs
0,seywarddarby,seywarddarby:dansaltzstein,37104983,dansaltzstein
1,seywarddarby,seywarddarby:scottbix,148116121,scottbix
2,seywarddarby,seywarddarby:mike_giglio,244743317,mike_giglio
3,seywarddarby,seywarddarby:kevincarey1,66468564,kevincarey1
0,mikebarnicle,mikebarnicle:JulieAnnSilver,26339945,JulieAnnSilver
0,David_McNair,David_McNair:SabatucciEU,575388640,SabatucciEU
0,morglaur,morglaur:Green_Footballs,21785215,Green_Footballs
0,LWashingtonTV,LWashingtonTV:linzsports,105707045,linzsports
0,Erika_Beras,Erika_Beras:KelseyProud,15504419,KelseyProud
0,PrisBlossom,PrisBlossom:mariayagoda,377075543,mariayagoda
0,jessica_roy,jessica_roy:JillLanglois,25469636,JillLanglois
1,jessica_roy,jessica_roy:zainabshah,36007510,zainabshah
2,jessica_roy,jessica_roy:isaacleep,216695058,isaacleep
0,LouiseGoffin,LouiseGoffin:edunkel,15069482,edunkel
0,gregsthinking,gregsthinking:NafeezAhmed,110692399,NafeezAhmed
0,CSECRKerr,CSECRKerr:ericawiebe,373984099,ericawiebe
0,donnafstelling,donnafstelling:Vision_ae,873048956,Vision_ae
0,jsaville74,jsaville74:spikesmag,769097582,spikesmag
0,amyoleary,amyoleary:alisonuncles,24214303,alisonuncles
1,amyoleary,amyoleary:amandahoh,28497262,amandahoh
2,amyoleary,amyoleary:eriqmarch,20178410,eriqmarch
3,amyoleary,amyoleary:votevets,16513335,votevets
0,Marcano_Tony,Marcano_Tony:sorayadarabi,10032112,sorayadarabi
1,Marcano_Tony,Marcano_Tony:elizabeth2863,18261382,elizabeth2863
2,Marcano_Tony,Marcano_Tony:WangCecillia,1561608704,WangCecillia
3,Marcano_Tony,Marcano_Tony:KelseyProud,15504419,KelseyProud
0,henrycjjackson,henrycjjackson:pauldemko,16067683,pauldemko
0,adders,adders:NosyCrow,108425079,NosyCrow
1,adders,adders:michellemanafy,111023411,michellemanafy
2,adders,adders:isaacleep,216695058,isaacleep
0,richjm,richjm:zainabshah,36007510,zainabshah
1,richjm,richjm:BKilmartinIT,1581831332,BKilmartinIT
2,richjm,richjm:isaacleep,216695058,isaacleep
3,richjm,richjm:MalcolmMoore,14745264,MalcolmMoore
0,SecoursPop,SecoursPop:EmilieBlachere,52054932,EmilieBlachere
0,OanaBrooks,OanaBrooks:RectorSun,292521710,RectorSun
1,OanaBrooks,OanaBrooks:baynardwoods,382698473,baynardwoods
0,ssthanunathan,ssthanunathan:kristinluck,19954443,kristinluck
0,HowieNYC,HowieNYC:sorayadarabi,10032112,sorayadarabi
0,ian_sager,ian_sager:jennifer_weiss,59151932,jennifer_weiss
0,benstocking,benstocking:ceciliakang,16317567,ceciliakang
1,benstocking,benstocking:adamschreck,23337658,adamschreck
0,JasonHoffman93,JasonHoffman93:pvercammencnn,151116120,pvercammencnn
1,JasonHoffman93,JasonHoffman93:Samara_Abramson,2767227699,Samara_Abramson
2,JasonHoffman93,JasonHoffman93:kaitlancollins,180107694,kaitlancollins
0,MChirinos84,MChirinos84:SarahEMcBride,272191896,SarahEMcBride
0,PIOthanhn,PIOthanhn:Kevinnbcla,295928842,Kevinnbcla
1,PIOthanhn,PIOthanhn:TenaNYCLA,319280559,TenaNYCLA
0,johnrmccutchen,johnrmccutchen:clairetrageser,15985600,clairetrageser
0,alexandrawatts_,alexandrawatts_:KelseyProud,15504419,KelseyProud
0,BWestbrookAZ8,BWestbrookAZ8:KumarRaoNYC,3883482634,KumarRaoNYC
0,PENamerican,PENamerican:PaulGrondahl,202709969,PaulGrondahl
0,TKMadden,TKMadden:parisreview,71256932,parisreview
1,TKMadden,TKMadden:JonLeeWriter,85176098,JonLeeWriter
0,safiyanoble,safiyanoble:WillOremus,154016912,WillOremus
0,BarnardCollege,BarnardCollege:juliezeilinger,254212528,juliezeilinger
0,martinhaegglund,martinhaegglund:hermionehoby,20729710,hermionehoby
0,KyleMazzaWUNF,KyleMazzaWUNF:fox5dc,13918492,fox5dc
0,GriffDoug,GriffDoug:georgedohrmann,47260400,georgedohrmann
0,TheAthletic,TheAthletic:anblanx,17314616,anblanx
0,mslaurabliss,mslaurabliss:kemc,16049944,kemc
0,brandon_weigel,brandon_weigel:mattizcoop,11384102,mattizcoop
0,BlackGirlHockey,BlackGirlHockey:linzsports,105707045,linzsports
0,kevin_hirsch,kevin_hirsch:marjoriedowhos,409590408,marjoriedowhos
0,CBCDavid,CBCDavid:MorganPCampbell,94411354,MorganPCampbell
0,HarrisonMooney,HarrisonMooney:MorganPCampbell,94411354,MorganPCampbell
0,JarrettBellini,JarrettBellini:SimoneCosimi,1408543448,SimoneCosimi
0,conflictantiq,conflictantiq:jonrog1,31069618,jonrog1
